"Link","Manufacturer","Name","Author","Date","Connection","Features","Gammu-Version"
"http://cihar.com/gammu/phonedb/siemens/2709/","Siemens","S68","Patrick Schatz","Wed, 01 Apr 2009 21:58:24 +0200","blueat","info,sms,phonebook,calendar,todo,call","Gammu 1.20.0"
"http://cihar.com/gammu/phonedb/sierra/2705/","Sierra Wireless","AirCard 875","Sebastian","Tue, 31 Mar 2009 13:21:11 +0200","at","info,sms,phonebook","Gammu 1.20"
"http://cihar.com/gammu/phonedb/option/2704/","Option","iCON 225","Joko","Tue, 31 Mar 2009 02:59:46 +0200","at19200","sms","Gammu 1.23.1"
"http://cihar.com/gammu/phonedb/nokia/2702/","Nokia","e63","Joseph","Mon, 30 Mar 2009 22:58:25 +0200","at","info","Gammu 1.20.0"
"http://cihar.com/gammu/phonedb/sony-ericsson/2701/","Sony Ericsson","G900","ComServe IT-Services","Mon, 30 Mar 2009 13:17:42 +0200","blueat","info,phonebook","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/samsung/2700/","Samsung","M8800 Pixon","","Sun, 29 Mar 2009 21:51:26 +0200","at","info,sms,phonebook,call","Gammu 0.24"
"http://cihar.com/gammu/phonedb/nokia/2699/","Nokia","5140i","kong","Sun, 29 Mar 2009 19:59:57 +0200","irdaphonet","info,sms,phonebook,calendar,todo","Gammu 1.23.1"
"http://cihar.com/gammu/phonedb/sagem/2695/","Sagem","my521x","","Sat, 28 Mar 2009 10:46:10 +0100","","",""
"http://cihar.com/gammu/phonedb/simcom/2694/","Simcom","SIM300","Nick","Sat, 28 Mar 2009 09:59:16 +0100","at115200","info,sms","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/falcom/2691/","Falcom","MTK2","ProfVALENTE","Thu, 26 Mar 2009 20:08:13 +0100","at115200","info,sms,phonebook,enhancedphonebook","Gammu 1.20.0"
"http://cihar.com/gammu/phonedb/sony-ericsson/2689/","Sony Ericsson","T630","zioalex","Thu, 26 Mar 2009 11:00:19 +0100","blueobex","info,enhancedphonebook,calendar,todo","Gammu 1.22.1 built 07:25:44"
"http://cihar.com/gammu/phonedb/nokia/2677/","Nokia","6288","João Valenz","Tue, 24 Mar 2009 11:44:06 +0100","fbus","sms,call","Gammu 1.23.90"
"http://cihar.com/gammu/phonedb/nokia/2669/","Nokia","5220 xpress music","","Sat, 21 Mar 2009 15:34:17 +0100","bluephonet","info,phonebook","Gammu 1.23.1"
"http://cihar.com/gammu/phonedb/sony-ericsson/2665/","Sony Ericsson","W880i","fruit","Thu, 19 Mar 2009 13:06:47 +0100","blueat","info,sms,phonebook,enhancedphonebook,calendar,todo,filesystem,call","Gammu 1.23.1"
"http://cihar.com/gammu/phonedb/sony-ericsson/2661/","Sony Ericsson","D750i","gerhard","Wed, 18 Mar 2009 15:53:43 +0100","blueobex","enhancedphonebook,calendar,todo","Gammu 1.20.0"
"http://cihar.com/gammu/phonedb/samsung/2660/","Samsung","SGH-M150","Wiebe","Wed, 18 Mar 2009 13:32:13 +0100","","",""
"http://cihar.com/gammu/phonedb/samsung/2658/","Samsung","SGH-E215L","Diego Rucci","Wed, 18 Mar 2009 03:52:33 +0100","at115200","info,sms,phonebook","Gammu 1.21.0"
"http://cihar.com/gammu/phonedb/nokia/2656/","Nokia","3120","Fireball","Tue, 17 Mar 2009 03:33:00 +0100","blueat","sms","Gammu 1.20"
"http://cihar.com/gammu/phonedb/motorola/2649/","Motorola","ROKR U9","","Sun, 15 Mar 2009 01:47:44 +0100","","",""
"http://cihar.com/gammu/phonedb/motorola/2648/","Motorola","L6","Igor Trpcevic","Sat, 14 Mar 2009 21:48:00 +0100","at","info,sms,phonebook,enhancedphonebook","Gammu 1.23.90"
"http://cihar.com/gammu/phonedb/sony-ericsson/2647/","Sony Ericsson","G502","arjen","Sat, 14 Mar 2009 21:25:50 +0100","blueobex","info,phonebook,calendar,todo","Gammu 1.20.0"
"http://cihar.com/gammu/phonedb/sony-ericsson/2645/","Sony Ericsson","C905","Toni Appelqvist","Sat, 14 Mar 2009 09:00:48 +0100","at115200","info,sms,phonebook,calendar","Gammu 1.20.0"
"http://cihar.com/gammu/phonedb/nokia/2643/","Nokia","2680 slide","Jordi","Fri, 13 Mar 2009 21:39:28 +0100","bluephonet","info,phonebook,calendar","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/option/2641/","Option","GlobeTrotter 3G+","Richard Scott","Fri, 13 Mar 2009 11:53:45 +0100","at","sms",""
"http://cihar.com/gammu/phonedb/htc/2636/","HTC","Mogul","albert davis","Tue, 10 Mar 2009 02:15:46 +0100","","",""
"http://cihar.com/gammu/phonedb/motorola/2633/","Motorola","W375","M. Masopust","Mon, 09 Mar 2009 14:07:02 +0100","","",""
"http://cihar.com/gammu/phonedb/sony-ericsson/2632/","Sony Ericsson","K790i/K790c","master_volkov","Mon, 09 Mar 2009 11:53:08 +0100","blueat","info,sms,phonebook,enhancedphonebook,calendar,todo,filesystem,call","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/motorola/2629/","Motorola","V360i","","Sun, 08 Mar 2009 18:20:39 +0100","","",""
"http://cihar.com/gammu/phonedb/sony-ericsson/2627/","Sony Ericsson","W350i/W350c","HardyHeron","Sun, 08 Mar 2009 12:05:26 +0100","blueat","sms,phonebook","Gammu 1.20.0"
"http://cihar.com/gammu/phonedb/sony-ericsson/2625/","Sony Ericsson","W350i","Olli Erinko","Sat, 07 Mar 2009 16:24:35 +0100","at115200","info,sms,phonebook,enhancedphonebook,calendar,todo","Gammu 0.27"
"http://cihar.com/gammu/phonedb/nokia/2624/","Nokia","6600 SLIDE","ultimateclem","Sat, 07 Mar 2009 10:44:19 +0100","bluephonet","info,phonebook,calendar,todo","Gammu 1.23.1"
"http://cihar.com/gammu/phonedb/lg/2623/","LG","KP199","root","Sat, 07 Mar 2009 09:21:37 +0100","at","info,sms,phonebook,call","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/lg/2622/","LG","MTK2","root","Sat, 07 Mar 2009 09:19:42 +0100","at","info,sms,phonebook,call","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/nokia/2620/","Nokia","5600 Slide","Domingo Bolaños","Sat, 07 Mar 2009 03:45:15 +0100","bluerfat","info,sms,phonebook,call",""
"http://cihar.com/gammu/phonedb/lg/2619/","LG","Kg800","Domingo Bolaños","Sat, 07 Mar 2009 03:42:20 +0100","at115200","info,phonebook",""
"http://cihar.com/gammu/phonedb/nokia/2618/","Nokia","7610 Supernova","heike","Fri, 06 Mar 2009 23:41:47 +0100","bluephonet","info,phonebook,enhancedphonebook,call","Gammu 1.23.1"
"http://cihar.com/gammu/phonedb/nokia/2616/","Nokia","6230i","Jack Murkin","Fri, 06 Mar 2009 16:03:51 +0100","irdaphonet","info,sms,phonebook,enhancedphonebook,calendar","Gammu 1.21.0"
"http://cihar.com/gammu/phonedb/sony-ericsson/2614/","Sony Ericsson","W660i","tika","Thu, 05 Mar 2009 23:52:49 +0100","at","info,sms,phonebook,enhancedphonebook,calendar,todo","Gammu 1.20.0"
"http://cihar.com/gammu/phonedb/sagem/2613/","Sagem","myPhone 7230 DUAL SIM","Strojvvv","Thu, 05 Mar 2009 13:58:09 +0100","","",""
"http://cihar.com/gammu/phonedb/sharp/2611/","Sharp","GX17","JFJ","Tue, 03 Mar 2009 22:29:37 +0100","blueat","info,sms,phonebook","Gammu 1.20.0"
"http://cihar.com/gammu/phonedb/sony-ericsson/2607/","Sony Ericsson","W530","Alexander","Sun, 01 Mar 2009 22:00:32 +0100","at115200","info,phonebook,todo,filesystem,ringtone","Gammu 0.27"
"http://cihar.com/gammu/phonedb/hughes/2605/","Hughes","7101","Fritz Hauser","Sun, 01 Mar 2009 18:41:55 +0100","at","info,phonebook","Gammu 1.20.0"
"http://cihar.com/gammu/phonedb/sony-ericsson/2600/","Sony Ericsson","t290a","farzad khalafi","Sat, 28 Feb 2009 23:25:32 +0100","at","info,sms,phonebook,call","Gammu 1.23.0"
"http://cihar.com/gammu/phonedb/nokia/2596/","Nokia","6103","Manuel Otto","Fri, 27 Feb 2009 19:58:44 +0100","fbuspl2303","info,phonebook,enhancedphonebook,calendar,todo,filesystem,call","Gammu 1.19.0"
"http://cihar.com/gammu/phonedb/alcatel/2594/","Alcatel","OT-C701/C701A","Dropveter","Thu, 26 Feb 2009 13:31:47 +0100","blueat","info,sms,phonebook,enhancedphonebook,call","Gammu 1.23.0"
"http://cihar.com/gammu/phonedb/huawei/2587/","Huawei","U526","Lim Soo Kwang","Tue, 24 Feb 2009 16:22:42 +0100","at","info,sms,phonebook","Gammu 1.20.0"
"http://cihar.com/gammu/phonedb/sony-ericsson/2585/","Sony Ericsson","K608i","edo","Mon, 23 Feb 2009 22:29:02 +0100","blueat","info,sms,phonebook,enhancedphonebook,calendar,todo","Gammu 1.20.0-1build1"
"http://cihar.com/gammu/phonedb/nokia/2581/","Nokia","5700","Alexey","Sat, 21 Feb 2009 06:01:00 +0100","at115200","info","Gammu 1.16.0"
"http://cihar.com/gammu/phonedb/huawei/2578/","Huawei","ets2558","","Fri, 20 Feb 2009 13:00:31 +0100","","",""
"http://cihar.com/gammu/phonedb/motorola/2574/","Motorola","A910i","ubuntu","Thu, 19 Feb 2009 08:20:56 +0100","at19200","info","Gammu 1.20.0"
"http://cihar.com/gammu/phonedb/samsung/2566/","Samsung","SGH T519","","Mon, 16 Feb 2009 23:41:42 +0100","","",""
"http://cihar.com/gammu/phonedb/sony-ericsson/2565/","Sony Ericsson","W850i","Molnár Gábor","Mon, 16 Feb 2009 16:44:57 +0100","blueobex","info,phonebook,enhancedphonebook,calendar,todo","Gammu 1.15.0"
"http://cihar.com/gammu/phonedb/sony-ericsson/2556/","Sony Ericsson","W595s","Jean-Claude","Sat, 14 Feb 2009 13:07:00 +0100","at115200","info,sms,phonebook,enhancedphonebook,calendar,todo,filesystem","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/sierra/2551/","Sierra Wireless","AirCard 881U","alfuad","Fri, 13 Feb 2009 05:31:54 +0100","at115200","info,sms,phonebook,call","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/sony-ericsson/2548/","Sony Ericsson","W302","marios","Thu, 12 Feb 2009 15:05:50 +0100","at","info,sms,phonebook,call","Gammu 1.20.0"
"http://cihar.com/gammu/phonedb/nokia/2545/","Nokia","N78","Antonio","Thu, 12 Feb 2009 09:51:20 +0100","at19200","info",""
"http://cihar.com/gammu/phonedb/sony-ericsson/2543/","Sony Ericsson","W660i","François Charlier","Thu, 12 Feb 2009 00:07:00 +0100","blueat","info,sms,phonebook,enhancedphonebook,calendar,todo,filesystem,call","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/sony-ericsson/2541/","Sony Ericsson","K550i/K550c","","Wed, 11 Feb 2009 16:59:44 +0100","at","info,sms,phonebook,enhancedphonebook,calendar,todo,filesystem,call","Gammu 1.20.0"
"http://cihar.com/gammu/phonedb/htc/2540/","HTC","Touch Pro","","Tue, 10 Feb 2009 14:52:58 +0100","","",""
"http://cihar.com/gammu/phonedb/nokia/2536/","Nokia","3410","Nicolas","Mon, 09 Feb 2009 15:35:00 +0100","fbus","sms","Gammu 1.20.0-1build1"
"http://cihar.com/gammu/phonedb/nokia/2535/","Nokia","7310 Supernova","Ivan Pupkin","Mon, 09 Feb 2009 14:49:31 +0100","","","Gammu gammu 1.20"
"http://cihar.com/gammu/phonedb/samsung/2534/","Samsung","SCH-R800","","Mon, 09 Feb 2009 06:39:50 +0100","","","Gammu 1.20.0"
"http://cihar.com/gammu/phonedb/sony-ericsson/2533/","Sony Ericsson","Z750A","Jack Pommer","Mon, 09 Feb 2009 03:49:19 +0100","at115200","info,sms,phonebook,enhancedphonebook,calendar,todo","Gammu 0.27"
"http://cihar.com/gammu/phonedb/motorola/2532/","Motorola","MTK2","dark-wolf","Sun, 08 Feb 2009 21:15:46 +0100","at","info,sms,phonebook,call","Gammu 1.20.0"
"http://cihar.com/gammu/phonedb/lg/2523/","LG","KP500","nionide","Fri, 06 Feb 2009 23:21:50 +0100","","","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/samsung/2520/","Samsung","SGH-M620","cyberwolf","Fri, 06 Feb 2009 20:05:10 +0100","","",""
"http://cihar.com/gammu/phonedb/nokia/2516/","Nokia","5310","Vipin M","Fri, 06 Feb 2009 08:39:14 +0100","bluephonet","info,sms,phonebook,enhancedphonebook,calendar,todo,call","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/htc/2514/","HTC","Touch HD","","Thu, 05 Feb 2009 09:25:05 +0100","","",""
"http://cihar.com/gammu/phonedb/samsung/2511/","Samsung","SGH-J150","Fred Müller","Wed, 04 Feb 2009 18:29:49 +0100","at115200","sms,phonebook,call","Gammu Wammu 0.25"
"http://cihar.com/gammu/phonedb/siemens/2503/","Siemens","MC 60","Hans Kortenoeven","Mon, 02 Feb 2009 21:22:59 +0100","at19200","info,sms,phonebook,call","Gammu 0.28"
"http://cihar.com/gammu/phonedb/nokia/2498/","Nokia","7600","Dennis Guse","Mon, 02 Feb 2009 00:32:26 +0100","bluefbus","info,sms,phonebook,enhancedphonebook,calendar,todo","Gammu 1.20"
"http://cihar.com/gammu/phonedb/philips/2490/","Philips","Xenium 9@9r","","Sat, 31 Jan 2009 21:20:39 +0100","","",""
"http://cihar.com/gammu/phonedb/samsung/2489/","Samsung","SGH-E770","","Sat, 31 Jan 2009 13:20:24 +0100","at19200","info,sms","Gammu 1.13.0"
"http://cihar.com/gammu/phonedb/sony-ericsson/2487/","Sony Ericsson","Z770i","enspirity","Fri, 30 Jan 2009 07:44:50 +0100","blueat","info,sms,phonebook,enhancedphonebook,calendar,todo,call","Gammu 1.20.0"
"http://cihar.com/gammu/phonedb/huawei/2486/","Huawei","E160","Ralf Wieczorek","Thu, 29 Jan 2009 19:14:43 +0100","at19200","info,sms,phonebook","Gammu 1.20.0"
"http://cihar.com/gammu/phonedb/samsung/2485/","Samsung","SGH-E200","lohacker","Thu, 29 Jan 2009 15:36:00 +0100","at","info,sms,phonebook,call",""
"http://cihar.com/gammu/phonedb/samsung/2480/","Samsung","SGH-D407","Dave","Tue, 27 Jan 2009 16:51:16 +0100","at","info,sms,phonebook","Gammu 1.20.0"
"http://cihar.com/gammu/phonedb/samsung/2478/","Samsung","sph a 680","jose","Tue, 27 Jan 2009 03:09:01 +0100","at","info,sms,phonebook,enhancedphonebook,calendar,todo,call,logo,ringtone,mms","Gammu 1.21.0"
"http://cihar.com/gammu/phonedb/zte/2477/","ZTE","F156","David Stone","Tue, 27 Jan 2009 02:14:54 +0100","at","info,phonebook","Gammu the latest at this time"
"http://cihar.com/gammu/phonedb/nokia/2476/","Nokia","2630","Jakob Harden","Tue, 27 Jan 2009 00:48:41 +0100","bluephonet","info,sms,phonebook,enhancedphonebook,calendar,todo,call","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/nokia/2468/","Nokia","1112","Jakub Kakona","Sat, 24 Jan 2009 11:13:02 +0100","fbus","info","Gammu 1.22.92"
"http://cihar.com/gammu/phonedb/sony-ericsson/2463/","Sony Ericsson","w902","Malde","Thu, 22 Jan 2009 21:27:22 +0100","bluerfat","info,sms,enhancedphonebook,calendar,todo,filesystem","Gammu 1.20.0"
"http://cihar.com/gammu/phonedb/sony-ericsson/2456/","Sony Ericsson","K790i/K790c","Ocsenás Oszkár","Wed, 21 Jan 2009 22:07:56 +0100","at115200","info,sms,phonebook,enhancedphonebook,calendar,todo,filesystem,call","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/samsung/2454/","Samsung","SGH-D800","","Wed, 21 Jan 2009 19:24:22 +0100","","",""
"http://cihar.com/gammu/phonedb/sony-ericsson/2448/","Sony Ericsson","G502","tellier dominique","Sun, 18 Jan 2009 22:01:47 +0100","blueat","info,enhancedphonebook,calendar","Gammu 1.20.0"
"http://cihar.com/gammu/phonedb/motorola/2443/","Motorola","e6","Liang baoyu","Sun, 18 Jan 2009 13:44:05 +0100","","","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/sony-ericsson/2438/","Sony Ericsson","G502","Danu","Sat, 17 Jan 2009 02:10:04 +0100","at19200","info,sms,calendar","Gammu 1.15.0"
"http://cihar.com/gammu/phonedb/huawei/2427/","Huawei","E169","Bartosz Wierucki","Wed, 14 Jan 2009 17:05:30 +0100","at19200","info,sms","Gammu 1.20.0"
"http://cihar.com/gammu/phonedb/sierra/2422/","Sierra Wireless","AC595U","Lowell Lannert","Tue, 13 Jan 2009 19:45:30 +0100","at","","Gammu 1.20"
"http://cihar.com/gammu/phonedb/lg/2417/","LG","KM 380d","Angel","Mon, 12 Jan 2009 18:02:44 +0100","","","Gammu 0.27"
"http://cihar.com/gammu/phonedb/sony-ericsson/2405/","Sony Ericsson","W980","Steinmann Markus","Sat, 10 Jan 2009 20:43:46 +0100","at","phonebook","Gammu 1.15.0"
"http://cihar.com/gammu/phonedb/sony-ericsson/2403/","Sony Ericsson","Z310i/Z310c","renatus","Sat, 10 Jan 2009 10:48:05 +0100","blueat","info,sms,phonebook,enhancedphonebook,calendar,todo","Gammu 1.20.0"
"http://cihar.com/gammu/phonedb/huawei/2400/","Huawei","E226","Edgar Solis","Fri, 09 Jan 2009 22:57:49 +0100","at19200","info,sms","Gammu 1.21.0"
"http://cihar.com/gammu/phonedb/nokia/2399/","Nokia","e71","me","Fri, 09 Jan 2009 18:46:28 +0100","at19200","info","Gammu Gammu 1.15.0"
"http://cihar.com/gammu/phonedb/samsung/2398/","Samsung","SGH-L170","alex","Fri, 09 Jan 2009 08:57:27 +0100","at","info,phonebook","Gammu 1.20.0 (used by python-gammu 0.26 & Wammu 0.27)"
"http://cihar.com/gammu/phonedb/sony-ericsson/2397/","Sony Ericsson","M600i","pepschmir","Fri, 09 Jan 2009 08:40:10 +0100","at","info,sms,phonebook","Gammu 1.20.0"
"http://cihar.com/gammu/phonedb/samsung/2396/","Samsung","N 105","","Fri, 09 Jan 2009 04:21:56 +0100","","",""
"http://cihar.com/gammu/phonedb/nokia/2394/","Nokia","E51","","Thu, 08 Jan 2009 21:01:54 +0100","at115200","info,sms","Gammu 1.18.90"
"http://cihar.com/gammu/phonedb/lg/2391/","LG","ku 380","apple3","Thu, 08 Jan 2009 16:44:18 +0100","at115200","info,enhancedphonebook","Gammu 1.20"
"http://cihar.com/gammu/phonedb/motorola/2389/","Motorola","razr v3","pvb265","Thu, 08 Jan 2009 13:49:29 +0100","at115200","info,sms,phonebook,enhancedphonebook,filesystem","Gammu 1.12.0"
"http://cihar.com/gammu/phonedb/huawei/2385/","Huawei","E660A","Edgar Solis","Wed, 07 Jan 2009 18:23:00 +0100","at19200","info,sms","Gammu 1.21.0"
"http://cihar.com/gammu/phonedb/samsung/2382/","Samsung","SGH-L770","","Wed, 07 Jan 2009 01:49:59 +0100","at115200","info","Gammu 1.22.1"
"http://cihar.com/gammu/phonedb/sony-ericsson/2380/","Sony Ericsson","K770i","Peter","Tue, 06 Jan 2009 18:38:19 +0100","at","info,sms,phonebook,enhancedphonebook,calendar,todo,filesystem,call,logo,ringtone","Gammu 1.12.0"
"http://cihar.com/gammu/phonedb/sony-ericsson/2379/","Sony Ericsson","T700","Marko","Tue, 06 Jan 2009 12:24:33 +0100","at115200","info,sms,phonebook,enhancedphonebook,calendar,todo,filesystem,call,logo,ringtone","Gammu 1.20.0"
"http://cihar.com/gammu/phonedb/lg/2377/","LG","VX10000","john","Tue, 06 Jan 2009 05:49:52 +0100","","",""
"http://cihar.com/gammu/phonedb/nokia/2357/","Nokia","6133","","Wed, 31 Dec 2008 06:06:26 +0100","fbus","info,sms,phonebook,enhancedphonebook,calendar,todo,filesystem,call,logo,ringtone,mms",""
"http://cihar.com/gammu/phonedb/samsung/2351/","Samsung","SGH-ZV40","The Wise Dj","Tue, 30 Dec 2008 17:41:25 +0100","at115200","info,sms,phonebook",""
"http://cihar.com/gammu/phonedb/sagem/2337/","Sagem","VF527 (Vodafone 527)","Pîrîu Cristian","Sat, 27 Dec 2008 14:13:01 +0100","blueat","info,phonebook","Gammu 1.20.0"
"http://cihar.com/gammu/phonedb/lg/2327/","LG","MTK2","Thomas Kramer","Thu, 25 Dec 2008 03:03:06 +0100","blueat","info","Gammu 1.20.0"
"http://cihar.com/gammu/phonedb/simcom/2323/","Simcom","SIM100S","","Tue, 23 Dec 2008 22:16:10 +0100","at19200","info,sms","Gammu 1.21.0"
"http://cihar.com/gammu/phonedb/siemens/2320/","Siemens","A62","Fred Müller","Mon, 22 Dec 2008 14:00:22 +0100","at115200","info,sms,phonebook,call","Gammu 1.15.0"
"http://cihar.com/gammu/phonedb/sony-ericsson/2315/","Sony Ericsson","K660i","Lars Sarauw Hansen","Sun, 21 Dec 2008 21:49:30 +0100","at115200","info,sms,phonebook,enhancedphonebook,calendar,filesystem","Gammu 1.20.0"
"http://cihar.com/gammu/phonedb/motorola/2310/","Motorola","V3r","Alan","Sat, 20 Dec 2008 15:51:25 +0100","bluerfat","info,sms,calendar,filesystem","Gammu 1.20.0"
"http://cihar.com/gammu/phonedb/samsung/2308/","Samsung","SGH-A411","Peter McConnell","Sat, 20 Dec 2008 03:36:11 +0100","at","info,phonebook","Gammu 1.20.0-1"
"http://cihar.com/gammu/phonedb/nokia/2305/","Nokia","6301","Harri","Thu, 18 Dec 2008 21:16:59 +0100","bluerfat","info,sms,phonebook","Gammu 1.20.0"
"http://cihar.com/gammu/phonedb/motorola/2303/","Motorola","E8 rokr","nick","Thu, 18 Dec 2008 04:16:16 +0100","bluerfat","info,phonebook","Gammu 0.24"
"http://cihar.com/gammu/phonedb/sony-ericsson/2302/","Sony Ericsson","P900","","Thu, 18 Dec 2008 01:33:44 +0100","","",""
"http://cihar.com/gammu/phonedb/nokia/2301/","Nokia","E66","","Tue, 16 Dec 2008 20:38:36 +0100","","",""
"http://cihar.com/gammu/phonedb/siemens/2292/","Siemens","MC60","Erik","Thu, 11 Dec 2008 14:58:32 +0100","at19200","info,sms,phonebook,calendar,filesystem,call","Gammu 1.20.0"
"http://cihar.com/gammu/phonedb/nokia/2290/","Nokia","6131","Edgar Solis","Wed, 10 Dec 2008 19:25:58 +0100","at115200","info","Gammu 1.21.0"
"http://cihar.com/gammu/phonedb/lg/2285/","LG","CU-500","Matthew L Daniel","Tue, 09 Dec 2008 12:33:00 +0100","at115200","info,sms,phonebook","Gammu 1.21.93"
"http://cihar.com/gammu/phonedb/nokia/2280/","Nokia","1200","","Mon, 08 Dec 2008 08:58:35 +0100","fbus","",""
"http://cihar.com/gammu/phonedb/sony-ericsson/2275/","Sony Ericsson","Z710i/Z710c","Davide","Sun, 07 Dec 2008 20:30:40 +0100","at","info,sms,phonebook,enhancedphonebook,calendar,filesystem,call","Gammu 1.15.0"
"http://cihar.com/gammu/phonedb/motorola/2272/","Motorola","V3","Arthur Gauci","Sun, 07 Dec 2008 10:41:34 +0100","at115200","sms,phonebook,call","Gammu 1.15.0"
"http://cihar.com/gammu/phonedb/sony-ericsson/2266/","Sony Ericsson","P990i","motoplux","Fri, 05 Dec 2008 17:48:16 +0100","blueat","info,phonebook,call","Gammu 1.21.90"
"http://cihar.com/gammu/phonedb/sony-ericsson/2261/","Sony Ericsson","W380i","petra","Thu, 04 Dec 2008 19:22:00 +0100","at115200","info,phonebook,enhancedphonebook,filesystem","Gammu 1.20.0"
"http://cihar.com/gammu/phonedb/sony-ericsson/2258/","Sony Ericsson","K530i","Jens Stolze","Thu, 04 Dec 2008 08:33:09 +0100","blueat","info,sms,phonebook,calendar,todo,call","Gammu 1.20.0"
"http://cihar.com/gammu/phonedb/fly/2254/","Fly","B700","","Tue, 02 Dec 2008 17:01:11 +0100","at","info,sms,phonebook,call","Gammu 1.21.0"
"http://cihar.com/gammu/phonedb/sony-ericsson/2248/","Sony Ericsson","K630i","yodi","Sun, 30 Nov 2008 05:15:32 +0100","at115200","info,sms,phonebook,enhancedphonebook,calendar,todo,filesystem,mms","Gammu 1.20.0"
"http://cihar.com/gammu/phonedb/siemens/2247/","Siemens","SP65","Rolf Krahl","Sat, 29 Nov 2008 19:33:46 +0100","at19200","info,sms","Gammu 1.12.0"
"http://cihar.com/gammu/phonedb/nokia/2244/","Nokia","3586i","Michael","Fri, 28 Nov 2008 09:58:21 +0100","fbuspl2303","info,sms,phonebook,enhancedphonebook,todo","Gammu 1.20"
"http://cihar.com/gammu/phonedb/lenovo/2242/","Lenovo","i726","Du Tian Wei","Thu, 27 Nov 2008 08:43:40 +0100","at115200","info,phonebook","Gammu Wammu 0.27"
"http://cihar.com/gammu/phonedb/samsung/2238/","Samsung","SGH-U800","leon","Tue, 25 Nov 2008 20:37:49 +0100","at19200","info","Gammu 1.20.0"
"http://cihar.com/gammu/phonedb/samsung/2234/","Samsung","SGH-E730","","Mon, 24 Nov 2008 19:23:55 +0100","","",""
"http://cihar.com/gammu/phonedb/nokia/2231/","Nokia","6021","Bernard Choppy","Sun, 23 Nov 2008 17:02:37 +0100","fbus","info,sms","Gammu 1.08.00"
"http://cihar.com/gammu/phonedb/sony-ericsson/2229/","Sony Ericsson","K570i","","Sat, 22 Nov 2008 14:01:14 +0100","","",""
"http://cihar.com/gammu/phonedb/sony-ericsson/2221/","Sony Ericsson","V600i","Pascal DELROT","Tue, 18 Nov 2008 00:43:34 +0100","blueat","info,sms,phonebook,calendar,todo,call","Gammu 1.19.0"
"http://cihar.com/gammu/phonedb/nokia/2214/","Nokia","6122c","XING, Dongsheng","Sun, 16 Nov 2008 04:22:44 +0100","at19200","info","Gammu 1.18.90"
"http://cihar.com/gammu/phonedb/nokia/2213/","Nokia","6230","Amath ba","Sat, 15 Nov 2008 23:16:45 +0100","bluephonet","info,sms,phonebook,enhancedphonebook,calendar,todo,filesystem,call,logo,ringtone,mms","Gammu 1.15.0"
"http://cihar.com/gammu/phonedb/nokia/2212/","Nokia","6170","Christoph","Sat, 15 Nov 2008 23:10:39 +0100","dku2at","info,call","Gammu 1.20.0"
"http://cihar.com/gammu/phonedb/nokia/2211/","Nokia","3100","Peter Locker","Sat, 15 Nov 2008 20:17:37 +0100","dlr3","info,sms,phonebook","Gammu 1.13.0"
"http://cihar.com/gammu/phonedb/nokia/2210/","Nokia","1508i","magno","Sat, 15 Nov 2008 16:58:59 +0100","","","Gammu 1.21.91"
"http://cihar.com/gammu/phonedb/lg/2203/","LG","vx9700","Fajard jorg","Tue, 11 Nov 2008 03:22:47 +0100","","",""
"http://cihar.com/gammu/phonedb/samsung/2193/","Samsung","SGH-L700","Christian Oster","Sun, 09 Nov 2008 13:16:33 +0100","at19200","info","Gammu 1.21.0"
"http://cihar.com/gammu/phonedb/nokia/2191/","Nokia","5000","Angelo","Sun, 09 Nov 2008 00:08:06 +0100","phonetblue","info,phonebook,enhancedphonebook,calendar,todo",""
"http://cihar.com/gammu/phonedb/samsung/2190/","Samsung","sgh-f250l","","Sat, 08 Nov 2008 22:58:44 +0100","at19200","info,sms,phonebook,filesystem",""
"http://cihar.com/gammu/phonedb/samsung/2189/","Samsung","SGH-U600","gabriel pettier","Sat, 08 Nov 2008 22:09:18 +0100","at115200","info,sms,phonebook","Gammu 1.20.0"
"http://cihar.com/gammu/phonedb/samsung/2188/","Samsung","SGH-F700V","Nick","Sat, 08 Nov 2008 19:41:13 +0100","at","info,sms,phonebook,calendar","Gammu 0.26"
"http://cihar.com/gammu/phonedb/nokia/2186/","Nokia","2760","Giovanni Santi","Fri, 07 Nov 2008 08:07:00 +0100","bluephonet","info,sms,phonebook,calendar,filesystem,call,ringtone,mms","Gammu 1.13.0"
"http://cihar.com/gammu/phonedb/samsung/2181/","Samsung","SGH-T629","matt","Thu, 06 Nov 2008 02:47:32 +0100","at","info,phonebook","Gammu 1.20.0"
